bill_id,session_id,bill_number,status,status_desc,status_date,title,description,committee_id,committee,last_action_date,last_action,url,state_link
86852,36,HB4001,1,Introduced,2009-01-22,"Income tax; property tax credit; income qualifier phaseout and amount of credit; eliminate and increase. Amends secs. 520 & 522 of 1967 PA 281 (MCL 206.520 & 206.522).","Income tax; property tax credit; income qualifier phaseout and amount of credit; eliminate and increase. Amends secs. 520 & 522 of 1967 PA 281 (MCL 206.520 & 206.522).",825,"House Tax Policy",2009-01-27,"Printed Bill Filed 01/23/2009",https://legiscan.com/MI/bill/HB4001/2009,http://legislature.mi.gov/doc.aspx?2009-HB-4001
86904,36,HB4053,4,Passed,2009-08-04,"Highways; name; renaming a portion of M-188; designate as the ""Elgie G. Hanna Memorial Highway"". Amends 2001 PA 142 (MCL 250.1001 - 250.2080) by adding sec. 77.","Highways; name; renaming a portion of M-188; designate as the ""Elgie G. Hanna Memorial Highway"". Amends 2001 PA 142 (MCL 250.1001 - 250.2080) by adding sec. 77.",0,,2009-08-04,"Assigned Pa 74'09 With Immediate Effect",https://legiscan.com/MI/bill/HB4053/2009,http://legislature.mi.gov/doc.aspx?2009-HB-4053
86905,36,HB4054,1,Introduced,2009-01-22,"Highways; name; renaming a portion of M-50; designate as the ""Jackson County Veteran's Memorial Highway"". Amends 2001 PA 142 (MCL 250.1001 - 250.2080) by adding sec. 1011.","Highways; name; renaming a portion of M-50; designate as the ""Jackson County Veteran's Memorial Highway"". Amends 2001 PA 142 (MCL 250.1001 - 250.2080) by adding sec. 1011.",847,"Senate Transportation",2009-03-11,"Referred To Committee On Transportation",https://legiscan.com/MI/bill/HB4054/2009,http://legislature.mi.gov/doc.aspx?2009-HB-4054
86906,36,HB4055,1,Introduced,2009-01-22,"Liquor; hours; Sunday sale of alcohol at certain motorsports entertainment complexes; revise hours. Amends sec. 518 of 1998 PA 58 (MCL 436.1518).","Liquor; hours; Sunday sale of alcohol at certain motorsports entertainment complexes; revise hours. Amends sec. 518 of 1998 PA 58 (MCL 436.1518).",895,"House Regulatory Reform",2009-01-27,"Printed Bill Filed 01/23/2009",https://legiscan.com/MI/bill/HB4055/2009,http://legislature.mi.gov/doc.aspx?2009-HB-4055
86907,36,HB4056,1,Introduced,2009-01-22,"Construction; permits; expedited building permit process for LEED certified projects; establish. Amends sec. 11 of 1972 PA 230 (MCL 125.1511).","Construction; permits; expedited building permit process for LEED certified projects; establish. Amends sec. 11 of 1972 PA 230 (MCL 125.1511).",898,"House Energy And Technology",2009-01-27,"Printed Bill Filed 01/23/2009",https://legiscan.com/MI/bill/HB4056/2009,http://legislature.mi.gov/doc.aspx?2009-HB-4056
86908,36,HB4057,1,Introduced,2009-01-22,"Courts; juries; option for jury in district court criminal trials to be composed of residents residing within that district; allow. Amends sec. 1324 of 1961 PA 236 (MCL 600.1324).","Courts; juries; option for jury in district court criminal trials to be composed of residents residing within that district; allow. Amends sec. 1324 of 1961 PA 236 (MCL 600.1324).",821,"House Judiciary",2009-01-27,"Printed Bill Filed 01/23/2009",https://legiscan.com/MI/bill/HB4057/2009,http://legislature.mi.gov/doc.aspx?2009-HB-4057
86909,36,HB4058,1,Introduced,2009-01-22,"Education; reorganization; deficits incurred while reform board in place for qualifying school districts; require assumption by state. Amends secs. 373 & 375 of 1976 PA 451 (MCL 380.373 & 380.375).","Education; reorganization; deficits incurred while reform board in place for qualifying school districts; require assumption by state. Amends secs. 373 & 375 of 1976 PA 451 (MCL 380.373 & 380.375).",889,"House Appropriations",2009-01-27,"Printed Bill Filed 01/23/2009",https://legiscan.com/MI/bill/HB4058/2009,http://legislature.mi.gov/doc.aspx?2009-HB-4058
86910,36,HB4059,1,Introduced,2009-01-22,"Insurance; no-fault; health care steering by auto insurance companies; prohibit, and provide for certain information. Amends 1956 PA 218 (MCL 500.100 - 500.8302) by adding sec. 2110c.","Insurance; no-fault; health care steering by auto insurance companies; prohibit, and provide for certain information. Amends 1956 PA 218 (MCL 500.100 - 500.8302) by adding sec. 2110c.",894,"House Insurance",2009-01-27,"Printed Bill Filed 01/23/2009",https://legiscan.com/MI/bill/HB4059/2009,http://legislature.mi.gov/doc.aspx?2009-HB-4059
86911,36,HB4060,1,Introduced,2009-01-22,"Courts; juries; option of juries in criminal trials comprised of residents of same municipality in which defendant resides; provide for in cities of over 750,000. Amends secs. 1321 & 1324 of 1961 PA 236 (MCL 600.1321 & 600.1324).","Courts; juries; option of juries in criminal trials comprised of residents of same municipality in which defendant resides; provide for in cities of over 750,000. Amends secs. 1321 & 1324 of 1961 PA 236 (MCL 600.1321 & 600.1324).",821,"House Judiciary",2009-01-27,"Printed Bill Filed 01/23/2009",https://legiscan.com/MI/bill/HB4060/2009,http://legislature.mi.gov/doc.aspx?2009-HB-4060
86912,36,HB4061,1,Introduced,2009-01-22,"Family law; child support; termination of child support obligations when DNA evidence demonstrates payer is not the biological parent; provide for. Amends 1982 PA 295 (MCL 552.601 - 552.650) by adding sec. 5f.","Family law; child support; termination of child support obligations when DNA evidence demonstrates payer is not the biological parent; provide for. Amends 1982 PA 295 (MCL 552.601 - 552.650) by adding sec. 5f.",819,"House Families And Children's Services",2009-01-27,"Printed Bill Filed 01/23/2009",https://legiscan.com/MI/bill/HB4061/2009,http://legislature.mi.gov/doc.aspx?2009-HB-4061
86913,36,HB4062,1,Introduced,2009-01-22,"Labor; public service employment; restriction on residency requirement for employment; repeal. Repeals 1999 PA 212 (MCL 15.601 - 15.603).","Labor; public service employment; restriction on residency requirement for employment; repeal. Repeals 1999 PA 212 (MCL 15.601 - 15.603).",828,"House Urban Policy",2009-02-04,"Reassign To Committee On Urban Policy 02/04/2009",https://legiscan.com/MI/bill/HB4062/2009,http://legislature.mi.gov/doc.aspx?2009-HB-4062
86914,36,HB4063,1,Introduced,2009-01-22,"Education; public school academies; community college to act as authorizing body for charter schools in first class school district; allow. Amends secs. 502 & 1311d of 1976 PA 451 (MCL 380.502 & 380.1311d).","Education; public school academies; community college to act as authorizing body for charter schools in first class school district; allow. Amends secs. 502 & 1311d of 1976 PA 451 (MCL 380.502 & 380.1311d).",818,"House Education",2009-01-27,"Printed Bill Filed 01/23/2009",https://legiscan.com/MI/bill/HB4063/2009,http://legislature.mi.gov/doc.aspx?2009-HB-4063
86915,36,HB4064,1,Introduced,2009-01-22,"Insurance; no-fault; territorial rating; prohibit. Amends sec. 2111 of 1956 PA 218 (MCL 500.2111).","Insurance; no-fault; territorial rating; prohibit. Amends sec. 2111 of 1956 PA 218 (MCL 500.2111).",894,"House Insurance",2009-01-27,"Printed Bill Filed 01/23/2009",https://legiscan.com/MI/bill/HB4064/2009,http://legislature.mi.gov/doc.aspx?2009-HB-4064
86916,36,HB4065,1,Introduced,2009-01-22,"Consumer credit; predatory lending; consumer mortgage protection act; replace with home loan protection act. Amends title & secs. 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14 & 15 of 2002 PA 660 (MCL 445.1631 et seq.) & adds secs. 7a & 7b.","Consumer credit; predatory lending; consumer mortgage protection act; replace with home loan protection act. Amends title & secs. 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14 & 15 of 2002 PA 660 (MCL 445.1631 et seq.) & adds secs. 7a & 7b.",816,"House Banking And Financial Services",2009-01-27,"Printed Bill Filed 01/23/2009",https://legiscan.com/MI/bill/HB4065/2009,http://legislature.mi.gov/doc.aspx?2009-HB-4065
86917,36,HB4066,1,Introduced,2009-01-22,"Financial institutions; mortgage brokers and lenders; home loan protection act; require compliance and impose additional duties with respect to borrowers. Amends sec. 22 of 1987 PA 173 (MCL 445.1672) & adds sec. 24a. TIE BAR WITH: HB 4065'09","Financial institutions; mortgage brokers and lenders; home loan protection act; require compliance and impose additional duties with respect to borrowers. Amends sec. 22 of 1987 PA 173 (MCL 445.1672) & adds sec. 24a. TIE BAR WITH: HB 4065'09",816,"House Banking And Financial Services",2009-01-27,"Printed Bill Filed 01/23/2009",https://legiscan.com/MI/bill/HB4066/2009,http://legislature.mi.gov/doc.aspx?2009-HB-4066
86918,36,HB4067,1,Introduced,2009-01-22,"Financial institutions; mortgage brokers and lenders; home loan protection act; require compliance by mortgage brokers in secondary market and impose additional duties with respect to borrowers. Amends sec. 24 of 1981 PA 125 (MCL 493.74) & adds sec. 24a. TIE BAR WITH: HB 4065'09","Financial institutions; mortgage brokers and lenders; home loan protection act; require compliance by mortgage brokers in secondary market and impose additional duties with respect to borrowers. Amends sec. 24 of 1981 PA 125 (MCL 493.74) & adds sec. 24a. TIE BAR WITH: HB 4065'09",816,"House Banking And Financial Services",2009-01-27,"Printed Bill Filed 01/23/2009",https://legiscan.com/MI/bill/HB4067/2009,http://legislature.mi.gov/doc.aspx?2009-HB-4067
86919,36,HB4068,1,Introduced,2009-01-22,"Use tax; exemptions; certain energy conservation products; provide exemption. Amends 1937 PA 94 (MCL 205.91 - 205.111) by adding sec. 4z.","Use tax; exemptions; certain energy conservation products; provide exemption. Amends 1937 PA 94 (MCL 205.91 - 205.111) by adding sec. 4z.",898,"House Energy And Technology",2009-01-27,"Printed Bill Filed 01/23/2009",https://legiscan.com/MI/bill/HB4068/2009,http://legislature.mi.gov/doc.aspx?2009-HB-4068
86920,36,HB4069,1,Introduced,2009-01-22,"Sales tax; exemptions; certain energy conservation products; provide exemption. Amends 1933 PA 167 (MCL 205.51 - 205.78) by adding sec. 4ff.","Sales tax; exemptions; certain energy conservation products; provide exemption. Amends 1933 PA 167 (MCL 205.51 - 205.78) by adding sec. 4ff.",898,"House Energy And Technology",2009-01-27,"Printed Bill Filed 01/23/2009",https://legiscan.com/MI/bill/HB4069/2009,http://legislature.mi.gov/doc.aspx?2009-HB-4069
86921,36,HB4070,1,Introduced,2009-01-22,"Insurance; essential; increasing premium during term of policy; prohibit except in certain situations. Amends 1956 PA 218 (MCL 500.100 - 500.8302) by adding sec. 2111b.","Insurance; essential; increasing premium during term of policy; prohibit except in certain situations. Amends 1956 PA 218 (MCL 500.100 - 500.8302) by adding sec. 2111b.",833,"Senate Economic Development & Regulatory Reform",2009-05-05,"Referred To Committee On Economic Development And Regulatory Reform",https://legiscan.com/MI/bill/HB4070/2009,http://legislature.mi.gov/doc.aspx?2009-HB-4070
86922,36,HB4071,1,Introduced,2009-01-22,"Retirement; legislative; administration of health care benefits; move to office of retirement. Amends sec. 50b of 1957 PA 261 (MCL 38.1050b).","Retirement; legislative; administration of health care benefits; move to office of retirement. Amends sec. 50b of 1957 PA 261 (MCL 38.1050b).",829,"Senate Appropriations",2009-03-05,"Referred To Committee On Appropriations",https://legiscan.com/MI/bill/HB4071/2009,http://legislature.mi.gov/doc.aspx?2009-HB-4071
86923,36,HB4072,1,Introduced,2009-01-22,"Retirement; state employees; consolidation of employee retirement health care funds with employee health care funds; provide for. Amends sec. 20d of 1943 PA 240 (MCL 38.20d).","Retirement; state employees; consolidation of employee retirement health care funds with employee health care funds; provide for. Amends sec. 20d of 1943 PA 240 (MCL 38.20d).",829,"Senate Appropriations",2009-03-17,"Referred To Committee On Appropriations",https://legiscan.com/MI/bill/HB4072/2009,http://legislature.mi.gov/doc.aspx?2009-HB-4072
86924,36,HB4073,4,Passed,2010-05-20,"Retirement; other; public employee retirement health care trust; provide for. Creates new act. TIE BAR WITH: SB 1227'10","Retirement; other; public employee retirement health care trust; provide for. Creates new act. TIE BAR WITH: SB 1227'10",0,,2010-05-20,"Assigned Pa 77'10 With Immediate Effect",https://legiscan.com/MI/bill/HB4073/2009,http://legislature.mi.gov/doc.aspx?2009-HB-4073
86925,36,HB4074,1,Introduced,2009-01-22,"State financing and management; bonds; bonding authority for prefunded retiree health care; provide for. Amends 2001 PA 34 (MCL 141.2101 - 141.2821) by adding sec. 519. TIE BAR WITH: HB 4075'09, HB 4077'09","State financing and management; bonds; bonding authority for prefunded retiree health care; provide for. Amends 2001 PA 34 (MCL 141.2101 - 141.2821) by adding sec. 519. TIE BAR WITH: HB 4075'09, HB 4077'09",829,"Senate Appropriations",2009-03-05,"Referred To Committee On Appropriations",https://legiscan.com/MI/bill/HB4074/2009,http://legislature.mi.gov/doc.aspx?2009-HB-4074
86926,36,HB4075,1,Introduced,2009-01-22,"State financing and management; bonds; bonding authority for prefunded retiree health care; provide for. Amends 2001 PA 34 (MCL 141.2101 - 141.2821) by adding sec. 518. TIE BAR WITH: HB 4074'09, HB 4077'09","State financing and management; bonds; bonding authority for prefunded retiree health care; provide for. Amends 2001 PA 34 (MCL 141.2101 - 141.2821) by adding sec. 518. TIE BAR WITH: HB 4074'09, HB 4077'09",829,"Senate Appropriations",2009-03-05,"Referred To Committee On Appropriations",https://legiscan.com/MI/bill/HB4075/2009,http://legislature.mi.gov/doc.aspx?2009-HB-4075
86927,36,HB4076,1,Introduced,2009-01-22,"Retirement; state employees; membership eligibility for retirement board; modify. Amends sec. 3 of 1943 PA 240 (MCL 38.3).","Retirement; state employees; membership eligibility for retirement board; modify. Amends sec. 3 of 1943 PA 240 (MCL 38.3).",829,"Senate Appropriations",2009-03-05,"Referred To Committee On Appropriations",https://legiscan.com/MI/bill/HB4076/2009,http://legislature.mi.gov/doc.aspx?2009-HB-4076
86928,36,HB4077,1,Introduced,2009-01-22,"State financing and management; bonds; bonding authority for prefunded retiree health care; provide for. Amends sec. 103 of 2001 PA 34 (MCL 141.2103). TIE BAR WITH: HB 4074'09, HB 4075'09","State financing and management; bonds; bonding authority for prefunded retiree health care; provide for. Amends sec. 103 of 2001 PA 34 (MCL 141.2103). TIE BAR WITH: HB 4074'09, HB 4075'09",829,"Senate Appropriations",2009-03-05,"Referred To Committee On Appropriations",https://legiscan.com/MI/bill/HB4077/2009,http://legislature.mi.gov/doc.aspx?2009-HB-4077
86929,36,HB4078,1,Introduced,2009-01-22,"Retirement; judges; consolidation of employee retirement health care funds with employee health care funds; provide for. Amends sec. 205 of 1992 PA 234 (MCL 38.2205).","Retirement; judges; consolidation of employee retirement health care funds with employee health care funds; provide for. Amends sec. 205 of 1992 PA 234 (MCL 38.2205).",829,"Senate Appropriations",2009-03-05,"Referred To Committee On Appropriations",https://legiscan.com/MI/bill/HB4078/2009,http://legislature.mi.gov/doc.aspx?2009-HB-4078
86930,36,HB4079,1,Introduced,2009-01-22,"Retirement; state police; consolidation of employee retirement health care funds; provide for. Amends sec. 42 of 1986 PA 182 (MCL 38.1642).","Retirement; state police; consolidation of employee retirement health care funds; provide for. Amends sec. 42 of 1986 PA 182 (MCL 38.1642).",829,"Senate Appropriations",2009-03-05,"Referred To Committee On Appropriations",https://legiscan.com/MI/bill/HB4079/2009,http://legislature.mi.gov/doc.aspx?2009-HB-4079
86931,36,HB4080,1,Introduced,2009-01-22,"Retirement; legislative; health benefits for retired legislators; revise. Amends sec. 79 of 1957 PA 261 (MCL 38.1079).","Retirement; legislative; health benefits for retired legislators; revise. Amends sec. 79 of 1957 PA 261 (MCL 38.1079).",821,"House Judiciary",2009-01-27,"Printed Bill Filed 01/23/2009",https://legiscan.com/MI/bill/HB4080/2009,http://legislature.mi.gov/doc.aspx?2009-HB-4080
86932,36,HB4081,1,Introduced,2009-01-22,"Local government; other; right-to-work zone; permit. Amends sec. 14 of 1939 PA 176 (MCL 423.14) & adds sec. 14a.","Local government; other; right-to-work zone; permit. Amends sec. 14 of 1939 PA 176 (MCL 423.14) & adds sec. 14a.",891,"House Labor",2009-01-27,"Printed Bill Filed 01/23/2009",https://legiscan.com/MI/bill/HB4081/2009,http://legislature.mi.gov/doc.aspx?2009-HB-4081
86933,36,HB4082,1,Introduced,2009-01-22,"Elections; candidates; candidate who loses primary election running as write-in candidate for same office at general election; prohibit except under certain circumstances. Amends sec. 737a of 1954 PA 116 (MCL 168.737a).","Elections; candidates; candidate who loses primary election running as write-in candidate for same office at general election; prohibit except under certain circumstances. Amends sec. 737a of 1954 PA 116 (MCL 168.737a).",890,"House Ethics And Elections",2009-01-27,"Printed Bill Filed 01/23/2009",https://legiscan.com/MI/bill/HB4082/2009,http://legislature.mi.gov/doc.aspx?2009-HB-4082
